violation_count,latitude,longitude,avg_violations_last_3,fail_rate_last_3,days_since_last_inspection,trend_last_3,BusinessName_id,Address_id,insp_year,insp_month,insp_day,insp_dow,insp_days_since_ref,inspection_type_clean_change of ownership,inspection_type_clean_complaint,inspection_type_clean_complaint (i),inspection_type_clean_complaint (r),inspection_type_clean_complaint reinspection/follow-up,inspection_type_clean_foodborne illness,inspection_type_clean_foodborne illness investigation,inspection_type_clean_new construction,inspection_type_clean_new ownership,inspection_type_clean_new ownership (i),inspection_type_clean_new ownership (r),inspection_type_clean_new ownership - followup,inspection_type_clean_non-inspection site visit,inspection_type_clean_plan check,inspection_type_clean_plan check (i),inspection_type_clean_plan check (r),inspection_type_clean_reinspection,inspection_type_clean_reinspection/followup,inspection_type_clean_routine,inspection_type_clean_site visit,inspection_type_clean_structural,inspection_type_clean_structural inspection,inspection_type_clean_nan,failFlag
0.0,37.785236,-122.43302,2.9802322e-08,0.0108091235,386.45334,-1.1971374,5102.253,2541.6333,2023.0,8.056702,4.886378,1.2972159,1290.3043,0.0,2.6077032e-05,0.041297913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1771917e-05,0.0,1.0
0.0,37.783005,-122.454605,0.0,1.4603138e-06,-1.0,2.3557227,735.47144,4945.518,2020.0,10.247569,26.435072,0.22678542,296.95245,0.0,0.0,0.0,0.0,0.0,8.6426735e-07,0.00027799606,0.0,0.0,0.006480962,0.0,0.0,0.00024056435,0.0,0.001666218,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,37.78542,-122.437256,8.940697e-08,0.0005223155,61.176712,1.5120972,1528.0754,3320.273,2023.0,3.9466052,29.789082,2.0590825,1208.3756,0.0,0.006441623,0.0067490637,5.9604645e-08,0.0,5.9604645e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.516674e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0006648898,0.0,1.0
0.0,37.768974,-122.43838,0.0,0.1783953,16.653152,-0.041732654,3777.0845,4858.0796,2021.4141,4.4327903,8.020078,0.23835093,613.59357,0.0,1.1920929e-07,1.1920929e-07,0.0,0.0,0.0,0.00011485815,0.0,0.00015088916,2.9802322e-08,0.0,0.016937882,1.4901161e-06,0.00067171454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.8179417e-06,37.773907,-122.39507,0.0,0.0057451725,71.70647,-0.6257589,1088.3661,2445.9312,2021.3916,4.622944,28.783789,0.6403268,645.9958,8.940697e-08,0.0,0.0,5.9604645e-08,0.0,0.00019487739,3.5762787e-07,0.0,7.8737736e-05,1.1742115e-05,0.0,0.0,8.067489e-05,1.7881393e-07,9.387732e-06,8.940697e-08,3.0100346e-06,0.0,1.0,1.13248825e-05,0.0,5.9604645e-08,0.0,1.0
7.599592e-06,37.778236,-122.43154,2.9802322e-08,0.0008211434,476.76312,1.9843601,7035.983,4363.717,2021.9879,2.600938,25.572302,1.0123386,799.35956,1.9073486e-06,2.682209e-07,3.0994415e-06,3.1888485e-06,0.0,0.00085392594,2.682209e-07,0.0,0.00018453598,1.8775463e-06,0.0,0.0,1.66893e-06,3.5375357e-05,1.2516975e-06,8.940697e-08,1.5974045e-05,0.0,1.0,3.4481287e-05,2.9802322e-08,0.00017103553,0.0,1.0
9.328127e-06,37.781284,-122.40792,5.066395e-07,0.00021618605,507.356,1.2181827,2954.6292,6221.482,2021.9939,2.1504135,19.93991,1.7257465,776.8699,2.3543835e-06,2.7537346e-05,1.3709068e-05,3.120303e-05,0.0,0.0007686019,4.7683716e-06,5.9604645e-08,0.00018104911,2.169609e-05,0.0,0.0,2.0802021e-05,0.00038403273,7.5101852e-06,6.854534e-07,5.3077936e-05,0.0,1.0,5.3465366e-05,3.5762787e-07,0.0007877648,0.0,1.0
1.7762184e-05,37.802296,-122.448555,0.0,7.987022e-06,448.15762,-1.7991294,682.9737,2962.2454,2021.9923,8.328062,5.4307966,1.3983598,951.42474,4.172325e-07,0.0,2.9802322e-08,4.4703484e-07,0.0,0.00017684698,8.6426735e-07,0.0,0.0005874634,1.758337e-06,0.0,0.0,5.9604645e-08,4.172325e-07,3.33786e-06,2.3841858e-07,2.2858381e-05,0.0,1.0,9.894371e-06,0.0,5.9604645e-08,0.0,1.0
0.0001181066,37.79194,-122.43759,0.0,0.0003245771,328.32324,-0.6969326,7779.066,4314.5293,2022.009,10.975472,17.415358,0.7479547,1049.4895,4.3213367e-06,0.0,5.9604645e-08,2.9802322e-08,0.0,6.380677e-05,1.4901161e-07,0.0,0.0008621514,2.9802322e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.2351742e-06,0.0,1.0,3.5762787e-07,0.0,0.0,0.0,1.0
0.0,37.781704,-122.42757,0.0,0.00021961331,-0.11564785,1.6219342,1834.1823,5730.267,2020.4834,3.0278141,5.0138507,1.046608,245.78648,0.0,0.0,0.0,0.0,0.0,0.0,0.00047808886,0.0,2.9802322e-08,8.198619e-05,0.0,0.0011556745,0.0063725114,1.0639429e-05,9.536743e-07,2.0861626e-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
