violation_count,latitude,longitude,avg_violations_last_3,fail_rate_last_3,days_since_last_inspection,trend_last_3,BusinessName_id,Address_id,insp_year,insp_month,insp_day,insp_dow,insp_days_since_ref,inspection_type_clean_change of ownership,inspection_type_clean_complaint,inspection_type_clean_complaint (i),inspection_type_clean_complaint (r),inspection_type_clean_complaint reinspection/follow-up,inspection_type_clean_foodborne illness,inspection_type_clean_foodborne illness investigation,inspection_type_clean_new construction,inspection_type_clean_new ownership,inspection_type_clean_new ownership (i),inspection_type_clean_new ownership (r),inspection_type_clean_new ownership - followup,inspection_type_clean_non-inspection site visit,inspection_type_clean_plan check,inspection_type_clean_plan check (i),inspection_type_clean_plan check (r),inspection_type_clean_reinspection,inspection_type_clean_reinspection/followup,inspection_type_clean_routine,inspection_type_clean_site visit,inspection_type_clean_structural,inspection_type_clean_structural inspection,inspection_type_clean_nan,failFlag
0.0,37.755108,-122.40447,0.019565493,0.004258603,344.80838,-1.8952667,1268.8832,5836.3237,2022.0095,2.1462886,12.751039,3.55856,772.71716,2.503395e-06,8.940697e-08,9.834766e-07,0.0,0.0,4.708767e-06,1.4901161e-07,2.4437904e-06,2.9802322e-08,1.0788441e-05,7.1525574e-07,0.0,0.0,0.000100165606,5.9604645e-07,2.3841858e-07,5.751848e-06,0.0,1.0,0.0,0.00095289946,1.1086464e-05,2.9802322e-08,1.0
2.9802322e-08,37.782864,-122.440895,0.0054765046,0.0020828545,168.33109,-2.5215652,4487.2417,5976.1924,2021.8689,3.7766125,6.0343876,0.8657847,774.0753,4.0233135e-06,2.9802322e-08,1.0281801e-05,0.0,0.0,6.556511e-05,5.066395e-07,2.503395e-06,8.940697e-08,6.3180923e-06,1.2606382e-05,0.0,0.0,0.00046646595,9.4771385e-06,8.940697e-08,1.2069941e-05,0.0,1.0,2.0861626e-07,0.0023799837,1.0788441e-05,1.1026859e-06,1.0
0.0,37.787804,-122.4398,0.00038418174,0.00057706237,10.970547,0.4708522,2300.0266,1957.5648,2020.8696,5.546105,4.735075,1.8593106,451.20657,6.1690807e-06,2.9802322e-08,0.00048196316,0.0,0.0,0.00010982156,0.0,8.940697e-08,6.5863132e-06,2.0861626e-05,0.00059762597,0.0,0.0,4.529953e-06,0.0014352202,2.682209e-07,8.940697e-08,0.0,1.0,9.536743e-07,0.0022747219,0.00019940734,6.5118074e-05,1.0
0.0,37.705173,-122.41879,0.009708554,0.32472882,663.9008,-2.6774526,6233.277,4063.9988,2022.9481,1.0271719,15.529218,3.73687,1082.4957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5556812e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0016293824,0.0,0.0,1.0
0.0,37.80439,-122.39783,0.00016081333,5.4329634e-05,81.49648,-2.8707006,7453.5957,5336.382,2021.1031,10.165915,29.496323,3.5465026,724.10516,2.9802322e-08,0.0,1.4781952e-05,0.0,0.0,0.0002207458,0.0,0.0,5.364418e-07,8.940697e-08,1.9222498e-05,0.0,0.0,2.682209e-07,6.5386295e-05,2.3841858e-07,1.5497208e-06,0.0,0.99999994,2.0861626e-07,1.9580126e-05,8.970499e-06,1.4603138e-06,1.0
0.0,37.80214,-122.42438,0.006101936,0.092451066,181.1613,-3.9311907,7657.626,6231.4385,2022.9951,2.9558892,11.371919,1.0837594,1168.574,0.0,0.0,0.0,0.0,0.0,1.1920929e-07,5.9604645e-08,2.9802322e-08,0.0,0.0,0.0,0.0,0.0,0.00021588802,0.0,0.0,1.013279e-06,0.0,1.0,0.0,0.0035624504,0.0,0.0,1.0
0.0,37.795155,-122.42798,0.00014030933,0.0021778047,449.31552,-2.4104404,1937.0071,742.5112,2021.7471,7.4490495,12.664722,0.49067044,840.78186,0.0,0.0,0.0,0.0,0.0,3.9875507e-05,0.0,0.0,0.0,1.1920929e-07,0.0,0.0,0.0,4.249811e-05,5.9604645e-08,0.0,2.9802322e-08,0.0,1.0,0.0,0.0009389818,2.9802322e-08,0.0,1.0
0.0,37.79259,-122.42181,0.0037710369,0.0068835914,580.38916,-1.4006401,1157.2334,3126.7227,2022.564,5.856275,9.678509,1.1395829,1089.2971,0.0,0.0,0.0,0.0,0.0,8.928776e-05,6.2584877e-07,1.2516975e-06,0.0,7.4505806e-07,0.0,0.0,0.0,0.00025513768,2.9802322e-08,0.0,6.1690807e-06,0.0,1.0,0.0,0.0021757185,5.066395e-07,0.0,1.0
3.2782555e-07,37.77943,-122.415436,0.032910794,0.043767452,360.8701,-0.5352095,6070.854,3630.424,2022.7637,3.8242939,11.931558,2.6496472,1112.8158,2.7120113e-06,4.4703484e-07,6.556511e-07,1.1920929e-07,2.9802322e-08,0.0001874268,3.528595e-05,9.119511e-05,8.940697e-08,5.2154064e-06,1.4603138e-06,2.0861626e-07,2.9802322e-08,0.004333049,1.5199184e-06,4.4703484e-07,0.0005528331,0.0,0.9999996,2.413988e-06,0.016166627,2.5391579e-05,2.3841858e-07,1.0
0.0,37.781357,-122.41772,0.0013895929,0.46247154,19.237268,-3.8513398,3548.895,6719.2964,2021.8916,6.0387244,3.9540071,0.31534535,848.22375,0.0,5.185604e-06,2.887845e-05,2.9802322e-08,0.0,0.00059977174,0.00012141466,0.0,0.0,0.0,6.2584877e-07,0.0,1.6391277e-06,0.0,1.7881393e-06,0.00021469593,0.0,1.0,0.0,0.00039801002,0.0,2.3007393e-05,0.0002362132,1.0
